
---------- Begin Simulation Statistics ----------
simSeconds                                   0.063931                       # Number of seconds simulated (Second)
simTicks                                  63931191000                       # Number of ticks simulated (Tick)
finalTick                                 63931191000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4023.07                       # Real time elapsed on the host (Second)
hostTickRate                                 15891154                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1633520                       # Number of bytes of host memory used (Byte)
simInsts                                    348309988                       # Number of instructions simulated (Count)
simOps                                      518878492                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86578                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     128976                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       107632327                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      163009391                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     885                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     155826742                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   739                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            44364797                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         29629645                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          106564256                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.462280                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.260649                       # Number of insts issued each cycle (Count)
system.ruby.delayVCHist.vnet_0::total        43720485                       # delay histogram for vnet_0 (Unspecified)
system.ruby.delayVCHist.vnet_1::bucket_size          512                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::max_bucket         5119                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::samples      32996943                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::mean        16.248705                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::gmean       13.756313                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::stdev       13.420039                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1           |    32994444     99.99%     99.99% |        1807      0.01%    100.00% |         516      0.00%    100.00% |         152      0.00%    100.00% |          18      0.00%    100.00% |           5      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_1::total        32996943                       # delay histogram for vnet_1 (Unspecified)
system.ruby.delayVCHist.vnet_2::bucket_size            4                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::max_bucket           39                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::samples        261543                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::mean         8.547738                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::gmean        8.000349                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::stdev        3.062605                       # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2           |           0      0.00%      0.00% |       97249     37.18%     37.18% |      122609     46.88%     84.06% |       34791     13.30%     97.36% |        6393      2.44%     99.81% |         473      0.18%     99.99% |          26      0.01%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% # delay histogram for vnet_2 (Unspecified)
system.ruby.delayVCHist.vnet_2::total          261543                       # delay histogram for vnet_2 (Unspecified)
system.ruby.Directory_Controller.Fetch   |      113635      6.27%      6.27% |      112832      6.23%     12.50% |      112828      6.23%     18.73% |      114402      6.32%     25.05% |      113286      6.25%     31.30% |      112937      6.23%     37.53% |      112720      6.22%     43.76% |      114499      6.32%     50.08% |      113731      6.28%     56.36% |      112626      6.22%     62.57% |      112906      6.23%     68.81% |      114181      6.30%     75.11% |      113624      6.27%     81.38% |      111877      6.18%     87.56% |      112316      6.20%     93.76% |      113094      6.24%    100.00% (Unspecified)
system.ruby.Directory_Controller.Fetch::total      1811494                       (Unspecified)
system.ruby.Directory_Controller.Data    |       51188      6.37%      6.37% |       49233      6.12%     12.49% |       49534      6.16%     18.65% |       51083      6.35%     25.01% |       50862      6.33%     31.34% |       49387      6.14%     37.48% |       49613      6.17%     43.65% |       51140      6.36%     50.01% |       51073      6.35%     56.37% |       49317      6.14%     62.50% |       50178      6.24%     68.75% |       51309      6.38%     75.13% |       51022      6.35%     81.48% |       48758      6.07%     87.54% |       49660      6.18%     93.72% |       50487      6.28%    100.00% (Unspecified)
system.ruby.Directory_Controller.Data::total       803844                       (Unspecified)
system.ruby.Directory_Controller.Memory_Data |      113635      6.27%      6.27% |      112832      6.23%     12.50% |      112828      6.23%     18.73% |      114402      6.32%     25.05% |      113286      6.25%     31.30% |      112937      6.23%     37.53% |      112720      6.22%     43.76% |      114499      6.32%     50.08% |      113731      6.28%     56.36% |      112626      6.22%     62.57% |      112906      6.23%     68.81% |      114180      6.30%     75.11% |      113624      6.27%     81.38% |      111876      6.18%     87.56% |      112316      6.20%     93.76% |      113093      6.24%    100.00% (Unspecified)
system.ruby.Directory_Controller.Memory_Data::total      1811491                       (Unspecified)
system.ruby.Directory_Controller.Memory_Ack |       51188      6.37%      6.37% |       49233      6.12%     12.49% |       49534      6.16%     18.65% |       51083      6.35%     25.01% |       50862      6.33%     31.34% |       49387      6.14%     37.48% |       49613      6.17%     43.65% |       51140      6.36%     50.01% |       51073      6.35%     56.37% |       49317      6.14%     62.50% |       50178      6.24%     68.75% |       51308      6.38%     75.13% |       51022      6.35%     81.48% |       48758      6.07%     87.54% |       49660      6.18%     93.72% |       50487      6.28%    100.00% (Unspecified)
system.ruby.Directory_Controller.Memory_Ack::total       803843                       (Unspecified)
system.ruby.Directory_Controller.CleanReplacement |       61919      6.20%      6.20% |       63084      6.31%     12.51% |       62792      6.28%     18.79% |       62798      6.28%     25.07% |       61924      6.20%     31.27% |       63053      6.31%     37.58% |       62594      6.26%     43.84% |       62853      6.29%     50.13% |       62149      6.22%     56.35% |       62815      6.28%     62.63% |       62209      6.22%     68.86% |       62356      6.24%     75.10% |       62073      6.21%     81.31% |       62602      6.26%     87.57% |       62139      6.22%     93.79% |       62097      6.21%    100.00% (Unspecified)
system.ruby.Directory_Controller.CleanReplacement::total       999457                       (Unspecified)
system.ruby.Directory_Controller.I.Fetch |      113635      6.27%      6.27% |      112832      6.23%     12.50% |      112828      6.23%     18.73% |      114402      6.32%     25.05% |      113286      6.25%     31.30% |      112937      6.23%     37.53% |      112720      6.22%     43.76% |      114499      6.32%     50.08% |      113731      6.28%     56.36% |      112626      6.22%     62.57% |      112906      6.23%     68.81% |      114181      6.30%     75.11% |      113624      6.27%     81.38% |      111877      6.18%     87.56% |      112316      6.20%     93.76% |      113094      6.24%    100.00% (Unspecified)
system.ruby.Directory_Controller.I.Fetch::total      1811494                       (Unspecified)
system.ruby.Directory_Controller.M.Data  |       51188      6.37%      6.37% |       49233      6.12%     12.49% |       49534      6.16%     18.65% |       51083      6.35%     25.01% |       50862      6.33%     31.34% |       49387      6.14%     37.48% |       49613      6.17%     43.65% |       51140      6.36%     50.01% |       51073      6.35%     56.37% |       49317      6.14%     62.50% |       50178      6.24%     68.75% |       51309      6.38%     75.13% |       51022      6.35%     81.48% |       48758      6.07%     87.54% |       49660      6.18%     93.72% |       50487      6.28%    100.00% (Unspecified)
system.ruby.Directory_Controller.M.Data::total       803844                       (Unspecified)
system.ruby.Directory_Controller.M.CleanReplacement |       61919      6.20%      6.20% |       63084      6.31%     12.51% |       62792      6.28%     18.79% |       62798      6.28%     25.07% |       61924      6.20%     31.27% |       63053      6.31%     37.58% |       62594      6.26%     43.84% |       62853      6.29%     50.13% |       62149      6.22%     56.35% |       62815      6.28%     62.63% |       62209      6.22%     68.86% |       62356      6.24%     75.10% |       62073      6.21%     81.31% |       62602      6.26%     87.57% |       62139      6.22%     93.79% |       62097      6.21%    100.00% (Unspecified)
system.ruby.Directory_Controller.M.CleanReplacement::total       999457                       (Unspecified)
system.ruby.Directory_Controller.IM.Memory_Data |      113635      6.27%      6.27% |      112832      6.23%     12.50% |      112828      6.23%     18.73% |      114402      6.32%     25.05% |      113286      6.25%     31.30% |      112937      6.23%     37.53% |      112720      6.22%     43.76% |      114499      6.32%     50.08% |      113731      6.28%     56.36% |      112626      6.22%     62.57% |      112906      6.23%     68.81% |      114180      6.30%     75.11% |      113624      6.27%     81.38% |      111876      6.18%     87.56% |      112316      6.20%     93.76% |      113093      6.24%    100.00% (Unspecified)
system.ruby.Directory_Controller.IM.Memory_Data::total      1811491                       (Unspecified)
system.ruby.Directory_Controller.MI.Memory_Ack |       51188      6.37%      6.37% |       49233      6.12%     12.49% |       49534      6.16%     18.65% |       51083      6.35%     25.01% |       50862      6.33%     31.34% |       49387      6.14%     37.48% |       49613      6.17%     43.65% |       51140      6.36%     50.01% |       51073      6.35%     56.37% |       49317      6.14%     62.50% |       50178      6.24%     68.75% |       51308      6.38%     75.13% |       51022      6.35%     81.48% |       48758      6.07%     87.54% |       49660      6.18%     93.72% |       50487      6.28%    100.00% (Unspecified)
system.ruby.Directory_Controller.MI.Memory_Ack::total       803843                       (Unspecified)
system.ruby.L1Cache_Controller.Load      |    19652615     23.43%     23.43% |     1135020      1.35%     24.78% |      105039      0.13%     24.91% |       26516      0.03%     24.94% |    20008533     23.85%     48.79% |     1134700      1.35%     50.14% |      104667      0.12%     50.27% |       26516      0.03%     50.30% |    19823535     23.63%     73.93% |     1133757      1.35%     75.28% |      104788      0.12%     75.41% |       26516      0.03%     75.44% |    19339013     23.05%     98.49% |     1135865      1.35%     99.84% |      104476      0.12%     99.97% |       26320      0.03%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Load::total     83887876                       (Unspecified)
system.ruby.L1Cache_Controller.Ifetch    |    10693945     23.50%     23.50% |      589179      1.29%     24.80% |       60077      0.13%     24.93% |       21390      0.05%     24.98% |    10884850     23.92%     48.90% |      589136      1.29%     50.20% |       59998      0.13%     50.33% |       21419      0.05%     50.38% |    10761238     23.65%     74.03% |      589427      1.30%     75.32% |       60200      0.13%     75.46% |       21382      0.05%     75.50% |    10474743     23.02%     98.53% |      589567      1.30%     99.82% |       60007      0.13%     99.95% |       21358      0.05%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Ifetch::total     45497916                       (Unspecified)
system.ruby.L1Cache_Controller.Store     |     4056436     21.23%     21.23% |      677533      3.55%     24.77% |       32460      0.17%     24.94% |       14459      0.08%     25.02% |     4068039     21.29%     46.31% |      677542      3.55%     49.85% |       32421      0.17%     50.02% |       14473      0.08%     50.10% |     4054612     21.22%     71.32% |      677516      3.55%     74.86% |       32387      0.17%     75.03% |       14463      0.08%     75.11% |     4032671     21.10%     96.21% |      677545      3.55%     99.75% |       32400      0.17%     99.92% |       14463      0.08%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Store::total     19109420                       (Unspecified)
system.ruby.L1Cache_Controller.Inv       |       47628     18.21%     18.21% |       10237      3.91%     22.12% |        4208      1.61%     23.73% |        3631      1.39%     25.12% |       50047     19.14%     44.26% |       10029      3.83%     48.09% |        4132      1.58%     49.67% |        3637      1.39%     51.06% |       46881     17.92%     68.99% |       10011      3.83%     72.81% |        4181      1.60%     74.41% |        3472      1.33%     75.74% |       45547     17.41%     93.16% |        9974      3.81%     96.97% |        4245      1.62%     98.59% |        3683      1.41%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Inv::total       261543                       (Unspecified)
system.ruby.L1Cache_Controller.L1_Replacement |     4879323     25.24%     25.24% |       13704      0.07%     25.31% |        1824      0.01%     25.32% |        1318      0.01%     25.33% |     4923818     25.47%     50.80% |       13901      0.07%     50.87% |        1876      0.01%     50.88% |        1288      0.01%     50.89% |     4793584     24.80%     75.69% |       14121      0.07%     75.76% |        1747      0.01%     75.77% |        1304      0.01%     75.78% |     4664464     24.13%     99.91% |       14262      0.07%     99.98% |        1805      0.01%     99.99% |        1268      0.01%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.L1_Replacement::total     19329607                       (Unspecified)
system.ruby.L1Cache_Controller.Data_Exclusive |     2534739     25.11%     25.11% |       13073      0.13%     25.24% |        2160      0.02%     25.27% |        1748      0.02%     25.28% |     2574409     25.51%     50.79% |       13103      0.13%     50.92% |        2206      0.02%     50.94% |        1730      0.02%     50.96% |     2506168     24.83%     75.79% |       13436      0.13%     75.92% |        2151      0.02%     75.95% |        1722      0.02%     75.96% |     2408611     23.86%     99.83% |       13515      0.13%     99.96% |        2163      0.02%     99.98% |        1763      0.02%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Data_Exclusive::total     10092697                       (Unspecified)
system.ruby.L1Cache_Controller.Data_all_Acks |     1146594     24.94%     24.94% |        6047      0.13%     25.07% |        2463      0.05%     25.12% |        2138      0.05%     25.17% |     1142731     24.85%     50.02% |        5973      0.13%     50.15% |        2481      0.05%     50.20% |        2141      0.05%     50.25% |     1134786     24.68%     74.93% |        5823      0.13%     75.06% |        2426      0.05%     75.11% |        2083      0.05%     75.15% |     1132127     24.62%     99.78% |        5772      0.13%     99.90% |        2447      0.05%     99.95% |        2122      0.05%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Data_all_Acks::total      4598154                       (Unspecified)
system.ruby.L1Cache_Controller.Ack_all   |           3      8.82%      8.82% |           2      5.88%     14.71% |           3      8.82%     23.53% |           1      2.94%     26.47% |           2      5.88%     32.35% |           2      5.88%     38.24% |           3      8.82%     47.06% |           2      5.88%     52.94% |           3      8.82%     61.76% |           1      2.94%     64.71% |           3      8.82%     73.53% |           1      2.94%     76.47% |           2      5.88%     82.35% |           2      5.88%     88.24% |           3      8.82%     97.06% |           1      2.94%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.Ack_all::total           34                       (Unspecified)
system.ruby.L1Cache_Controller.WB_Ack    |     3634423     25.19%     25.19% |        8900      0.06%     25.25% |         400      0.00%     25.25% |         248      0.00%     25.25% |     3667804     25.42%     50.67% |        9089      0.06%     50.73% |         538      0.00%     50.74% |         228      0.00%     50.74% |     3593749     24.91%     75.65% |        9310      0.06%     75.71% |         382      0.00%     75.71% |         333      0.00%     75.71% |     3494409     24.22%     99.93% |        9374      0.06%    100.00% |         345      0.00%    100.00% |         192      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.WB_Ack::total     14429724                       (Unspecified)
system.ruby.L1Cache_Controller.NP.Load   |     2525770     25.15%     25.15% |       11211      0.11%     25.26% |        1710      0.02%     25.28% |        1390      0.01%     25.29% |     2564380     25.53%     50.83% |       11367      0.11%     50.94% |        1696      0.02%     50.96% |        1369      0.01%     50.97% |     2495914     24.85%     75.82% |       11619      0.12%     75.94% |        1646      0.02%     75.95% |        1375      0.01%     75.97% |     2398469     23.88%     99.85% |       11916      0.12%     99.97% |        1673      0.02%     99.99% |        1396      0.01%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.NP.Load::total     10042901                       (Unspecified)
system.ruby.L1Cache_Controller.NP.Ifetch |        1860      7.65%      7.65% |        1589      6.53%     14.18% |        1313      5.40%     19.57% |        1182      4.86%     24.43% |        1889      7.76%     32.20% |        1569      6.45%     38.65% |        1309      5.38%     44.03% |        1173      4.82%     48.85% |        2422      9.96%     58.80% |        1582      6.50%     65.30% |        1318      5.42%     70.72% |        1161      4.77%     75.49% |        1899      7.81%     83.30% |        1576      6.48%     89.78% |        1313      5.40%     95.17% |        1174      4.83%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.NP.Ifetch::total        24329                       (Unspecified)
system.ruby.L1Cache_Controller.NP.Store  |     1127731     25.03%     25.03% |        2816      0.06%     25.10% |         651      0.01%     25.11% |         550      0.01%     25.12% |     1124319     24.96%     50.08% |        2887      0.06%     50.14% |         648      0.01%     50.16% |         544      0.01%     50.17% |     1119880     24.86%     75.03% |        2848      0.06%     75.09% |         649      0.01%     75.11% |         548      0.01%     75.12% |     1116906     24.79%     99.91% |        2738      0.06%     99.97% |         655      0.01%     99.99% |         543      0.01%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.NP.Store::total      4504913                       (Unspecified)
system.ruby.L1Cache_Controller.NP.Inv    |          69      6.80%      6.80% |          83      8.19%     14.99% |          58      5.72%     20.71% |          39      3.85%     24.56% |          91      8.97%     33.53% |          70      6.90%     40.43% |          43      4.24%     44.67% |          37      3.65%     48.32% |         143     14.10%     62.43% |          73      7.20%     69.63% |          50      4.93%     74.56% |          33      3.25%     77.81% |          54      5.33%     83.14% |          67      6.61%     89.74% |          56      5.52%     95.27% |          48      4.73%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.NP.Inv::total         1014                       (Unspecified)
system.ruby.L1Cache_Controller.I.Load    |        8978     17.97%     17.97% |        1875      3.75%     21.73% |         460      0.92%     22.65% |         363      0.73%     23.37% |       10042     20.10%     43.48% |        1748      3.50%     46.98% |         522      1.04%     48.02% |         365      0.73%     48.75% |       10265     20.55%     69.30% |        1829      3.66%     72.96% |         514      1.03%     73.99% |         351      0.70%     74.69% |       10153     20.33%     95.02% |        1610      3.22%     98.24% |         504      1.01%     99.25% |         374      0.75%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.I.Load::total        49953                       (Unspecified)
system.ruby.L1Cache_Controller.I.Ifetch  |       16832     25.30%     25.30% |        1381      2.08%     27.38% |         420      0.63%     28.01% |         342      0.51%     28.52% |       16403     24.66%     53.18% |        1269      1.91%     55.08% |         429      0.64%     55.73% |         354      0.53%     56.26% |       12359     18.58%     74.84% |        1122      1.69%     76.52% |         379      0.57%     77.09% |         321      0.48%     77.58% |       13023     19.57%     97.15% |        1162      1.75%     98.90% |         399      0.60%     99.50% |         334      0.50%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.I.Ifetch::total        66529                       (Unspecified)
system.ruby.L1Cache_Controller.I.Store   |         162      7.27%      7.27% |         248     11.13%     18.39% |          69      3.10%     21.49% |          59      2.65%     24.14% |         107      4.80%     28.94% |         236     10.59%     39.52% |          83      3.72%     43.25% |          66      2.96%     46.21% |         114      5.11%     51.32% |         259     11.62%     62.94% |          71      3.19%     66.13% |          49      2.20%     68.33% |         291     13.06%     81.38% |         285     12.79%     94.17% |          66      2.96%     97.13% |          64      2.87%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.I.Store::total         2229                       (Unspecified)
system.ruby.L1Cache_Controller.I.L1_Replacement |       18860     17.05%     17.05% |        4679      4.23%     21.28% |        1342      1.21%     22.50% |        1016      0.92%     23.42% |       20711     18.73%     42.14% |        4710      4.26%     46.40% |        1272      1.15%     47.55% |        1014      0.92%     48.47% |       22098     19.98%     68.45% |        4703      4.25%     72.70% |        1295      1.17%     73.87% |         930      0.84%     74.71% |       20796     18.80%     93.52% |        4780      4.32%     97.84% |        1376      1.24%     99.08% |        1013      0.92%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.I.L1_Replacement::total       110595                       (Unspecified)
system.ruby.L1Cache_Controller.S.Load    |          19      2.97%      2.97% |          38      5.94%      8.91% |          58      9.06%     17.97% |          18      2.81%     20.78% |          67     10.47%     31.25% |          41      6.41%     37.66% |         115     17.97%     55.62% |          17      2.66%     58.28% |          18      2.81%     61.09% |          48      7.50%     68.59% |          22      3.44%     72.03% |          26      4.06%     76.09% |          16      2.50%     78.59% |          48      7.50%     86.09% |          70     10.94%     97.03% |          19      2.97%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.S.Load::total          640                       (Unspecified)
system.ruby.L1Cache_Controller.S.Ifetch  |    10675245     23.51%     23.51% |      586201      1.29%     24.80% |       58336      0.13%     24.93% |       19860      0.04%     24.97% |    10866551     23.93%     48.90% |      586288      1.29%     50.20% |       58252      0.13%     50.32% |       19886      0.04%     50.37% |    10746448     23.67%     74.04% |      586716      1.29%     75.33% |       58499      0.13%     75.46% |       19894      0.04%     75.50% |    10459813     23.04%     98.54% |      586821      1.29%     99.83% |       58287      0.13%     99.96% |       19845      0.04%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.S.Ifetch::total     45406942                       (Unspecified)
system.ruby.L1Cache_Controller.S.Store   |           3      8.82%      8.82% |           2      5.88%     14.71% |           3      8.82%     23.53% |           1      2.94%     26.47% |           2      5.88%     32.35% |           2      5.88%     38.24% |           3      8.82%     47.06% |           2      5.88%     52.94% |           3      8.82%     61.76% |           1      2.94%     64.71% |           3      8.82%     73.53% |           1      2.94%     76.47% |           2      5.88%     82.35% |           2      5.88%     88.24% |           3      8.82%     97.06% |           1      2.94%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.S.Store::total           34                       (Unspecified)
system.ruby.L1Cache_Controller.S.Inv     |       18602     20.96%     20.96% |        2857      3.22%     24.18% |        1659      1.87%     26.05% |        1474      1.66%     27.71% |       18179     20.49%     48.20% |        2748      3.10%     51.30% |        1683      1.90%     53.20% |        1483      1.67%     54.87% |       14231     16.04%     70.90% |        2609      2.94%     73.85% |        1634      1.84%     75.69% |        1444      1.63%     77.31% |       14401     16.23%     93.54% |        2639      2.97%     96.52% |        1639      1.85%     98.36% |        1451      1.64%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.S.Inv::total        88733                       (Unspecified)
system.ruby.L1Cache_Controller.S.L1_Replacement |          92      5.58%      5.58% |         124      7.52%     13.11% |          81      4.92%     18.02% |          54      3.28%     21.30% |         122      7.40%     28.70% |         100      6.07%     34.77% |          64      3.88%     38.65% |          46      2.79%     41.44% |         392     23.79%     65.23% |         106      6.43%     71.66% |          69      4.19%     75.85% |          41      2.49%     78.34% |         102      6.19%     84.53% |         108      6.55%     91.08% |          84      5.10%     96.18% |          63      3.82%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.S.L1_Replacement::total         1648                       (Unspecified)
system.ruby.L1Cache_Controller.E.Load    |     5327062     22.16%     22.16% |      631344      2.63%     24.78% |       36955      0.15%     24.94% |       11765      0.05%     24.98% |     5413147     22.51%     47.50% |      623750      2.59%     50.09% |       36072      0.15%     50.24% |       11716      0.05%     50.29% |     5354644     22.27%     72.56% |      648963      2.70%     75.26% |       36894      0.15%     75.41% |       11825      0.05%     75.46% |     5209116     21.67%     97.13% |      642963      2.67%     99.80% |       36181      0.15%     99.95% |       11492      0.05%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.E.Load::total     24043889                       (Unspecified)
system.ruby.L1Cache_Controller.E.Store   |       56365     24.23%     24.23% |         762      0.33%     24.56% |         144      0.06%     24.62% |         133      0.06%     24.68% |       59371     25.52%     50.20% |         748      0.32%     50.52% |         151      0.06%     50.59% |         127      0.05%     50.64% |       57987     24.93%     75.57% |         712      0.31%     75.87% |         138      0.06%     75.93% |         127      0.05%     75.99% |       54836     23.57%     99.56% |         745      0.32%     99.88% |         144      0.06%     99.94% |         130      0.06%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.E.Store::total       232620                       (Unspecified)
system.ruby.L1Cache_Controller.E.Inv     |       11540     14.18%     14.18% |        4811      5.91%     20.10% |        1727      2.12%     22.22% |        1443      1.77%     24.00% |       13103     16.11%     40.10% |        4700      5.78%     45.88% |        1705      2.10%     47.97% |        1452      1.78%     49.76% |       12924     15.89%     65.65% |        4847      5.96%     71.60% |        1730      2.13%     73.73% |        1320      1.62%     75.35% |       12078     14.85%     90.20% |        4729      5.81%     96.01% |        1771      2.18%     98.19% |        1474      1.81%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.E.Inv::total        81354                       (Unspecified)
system.ruby.L1Cache_Controller.E.L1_Replacement |     2466834     25.23%     25.23% |        7500      0.08%     25.31% |         289      0.00%     25.31% |         172      0.00%     25.31% |     2501935     25.59%     50.90% |        7655      0.08%     50.98% |         350      0.00%     50.98% |         151      0.00%     50.98% |     2434828     24.90%     75.89% |        7877      0.08%     75.97% |         283      0.00%     75.97% |         275      0.00%     75.97% |     2340932     23.94%     99.91% |        8041      0.08%    100.00% |         248      0.00%    100.00% |         159      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.E.L1_Replacement::total      9777529                       (Unspecified)
system.ruby.L1Cache_Controller.M.Load    |    11515053     23.71%     23.71% |      490548      1.01%     24.72% |       65856      0.14%     24.85% |       12980      0.03%     24.88% |    11709207     24.11%     48.99% |      497789      1.02%     50.02% |       66262      0.14%     50.15% |       13048      0.03%     50.18% |    11652042     23.99%     74.17% |      471275      0.97%     75.14% |       65712      0.14%     75.28% |       12939      0.03%     75.30% |    11436940     23.55%     98.85% |      479326      0.99%     99.84% |       66048      0.14%     99.97% |       13039      0.03%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M.Load::total     48568064                       (Unspecified)
system.ruby.L1Cache_Controller.M.Store   |     2805766     19.89%     19.89% |      673705      4.78%     24.66% |       31593      0.22%     24.89% |       13716      0.10%     24.98% |     2816790     19.97%     44.95% |      673668      4.78%     49.73% |       31536      0.22%     49.95% |       13734      0.10%     50.05% |     2811244     19.93%     69.97% |      673695      4.78%     74.75% |       31526      0.22%     74.97% |       13738      0.10%     75.07% |     2797955     19.83%     94.90% |      673774      4.78%     99.68% |       31532      0.22%     99.90% |       13724      0.10%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M.Store::total     14107696                       (Unspecified)
system.ruby.L1Cache_Controller.M.Inv     |       16672     19.13%     19.13% |        2428      2.79%     21.91% |         756      0.87%     22.78% |         667      0.77%     23.54% |       17930     20.57%     44.11% |        2439      2.80%     46.91% |         697      0.80%     47.71% |         662      0.76%     48.47% |       18888     21.67%     70.14% |        2387      2.74%     72.88% |         762      0.87%     73.75% |         667      0.77%     74.51% |       18303     21.00%     95.51% |        2437      2.80%     98.31% |         771      0.88%     99.19% |         705      0.81%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M.Inv::total        87171                       (Unspecified)
system.ruby.L1Cache_Controller.M.L1_Replacement |     1167589     25.10%     25.10% |        1400      0.03%     25.13% |         111      0.00%     25.13% |          76      0.00%     25.13% |     1165869     25.06%     50.19% |        1434      0.03%     50.22% |         188      0.00%     50.23% |          77      0.00%     50.23% |     1158921     24.91%     75.14% |        1433      0.03%     75.17% |          99      0.00%     75.17% |          58      0.00%     75.17% |     1153477     24.79%     99.97% |        1333      0.03%    100.00% |          97      0.00%    100.00% |          33      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.M.L1_Replacement::total      4652195                       (Unspecified)
system.ruby.L1Cache_Controller.IS.Inv    |           4     57.14%     57.14% |           0      0.00%     57.14% |           0      0.00%     57.14% |           0      0.00%     57.14% |           2     28.57%     85.71% |           0      0.00%     85.71% |           0      0.00%     85.71% |           0      0.00%     85.71% |           1     14.29%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.L1Cache_Controller.IS.Inv::total            7                       (Unspecified)
